challenge_id,contest_id,domain,subdomain,difficulty,solved_submission_count,total_submissions_count
18e0a2dad5e127d6,c8ff662c97d345d2,Artificial Intelligence,Bot Building,0.9782608695652174,319,655
0251520ace81bc57,c8ff662c97d345d2,Algorithms,Strings,0.8944733990401982,765,1267
425f241df843cd89,c8ff662c97d345d2,Algorithms,Strings,0.9088534865500131,1247,1864
970eca328814a522,c8ff662c97d345d2,Algorithms,Strings,0.9027216856892011,453,835
46592c29655cfc5e,c8ff662c97d345d2,Algorithms,Strings,0.9,312,1363
2b51eed75e25e273,c8ff662c97d345d2,Algorithms,Strings,0.4193433261955746,115,531
0a29ba3e013657fb,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.788421297372704,241,457
2accc0ad0a7aaff2,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.7749510763209393,82,176
c4938bb070adf11e,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.7514746362563901,229,818
a110f92bd6ff06b9,c8ff662c97d345d2,Algorithms,Dynamic Programming,0.7826523777628935,123,381
a9e66e4908fb003d,c8ff662c97d345d2,Artificial Intelligence,Bot Building,1.0,240,371
4e07173c3bba48d2,7039fc4af6ed4556,,,0.8317811408614668,31,57
e60d8ab80ba5fcdf,7039fc4af6ed4556,,,0.7674418604651163,15,86
479ba4f6b9d42417,7039fc4af6ed4556,,,0.4924078091106291,12,49
9580a525da7618e9,2f6c6a2dd757af3e,,,0.9415204678362573,13,16
0facb05a7fa521b4,2f6c6a2dd757af3e,,,0.6881566380133716,7,33
888304da1c716f8e,2f6c6a2dd757af3e,,,0.7,1,2
45ebad7a3829ffe2,c8ff662c97d345d2,Data Structures,Linked Lists,0.9872489639783233,590,636
93c2b432b22da096,daa4cc27262ca831,,,0.5,5,157
2959d31ddfd05d84,1bd6ef073f52be3d,,,0.674827369742624,18,39
80eb0a91e2f0e395,1bd6ef073f52be3d,,,0.9,13,34
dc97e128e6479e25,1bd6ef073f52be3d,,,0.22772277227722773,7,31
c95b0f5ab5560346,1bd6ef073f52be3d,,,0.4318181818181818,26,200
ad90d61c7d08ee7e,1bd6ef073f52be3d,,,0.5641025641025641,7,44
2bd40d5d2746d586,1bd6ef073f52be3d,,,0.22033898305084745,7,81
bce1cc31d29bb2b1,63facc3d92e52a61,,,0.44559585492227977,5,26
8f13f768eed4d09b,63facc3d92e52a61,,,0.48727272727272725,4,26
563468ff37d56306,63facc3d92e52a61,,,0.6428571428571429,3,17
1231892018d9380b,63facc3d92e52a61,,,0.7808219178082192,1,1
8e54acaf0e912003,63facc3d92e52a61,,,0.6666666666666666,1,5
66dcd2db429e0cf5,63facc3d92e52a61,,,0.6578947368421053,1,6
8433a9019b8006cb,ce9a3f131a2bf4a7,,,0.7,117,156
c0af13494532539f,6d0f73fdaf822f9b,,,0.8501268157712705,9,16
3c4a109d5a09f0fb,6d0f73fdaf822f9b,,,0.6666666666666666,6,17
4a1c59bfecc91922,6d0f73fdaf822f9b,,,0.125,5,28
bc9cf6267688568f,6d0f73fdaf822f9b,,,0.6280487804878049,4,15
8d9ec6e3f0500705,860ce3deea5bbe9a,,,0.9329806829452605,21,24
9a3b01ed309321bb,860ce3deea5bbe9a,,,0.6787878787878788,8,67
2e3c6c73dee3a957,860ce3deea5bbe9a,,,0.609375,3,56
ce48d021a35d9580,860ce3deea5bbe9a,,,0.7261904761904762,5,9
8ec7a50fc439edcf,860ce3deea5bbe9a,,,0.42613636363636365,4,15
3b94e03348cc36b7,608d3889c41657fe,,,0.5980861244019139,9,14
58f940847f4b244e,608d3889c41657fe,,,0.8067581837381204,8,15
1079ddc30e03d3f7,608d3889c41657fe,,,0.6990291262135923,6,6
ab336859bceb3363,608d3889c41657fe,,,0.7105263157894737,6,13
676d6c14c284e023,608d3889c41657fe,,,0.7209302325581395,4,11
6577ddd4cc839132,608d3889c41657fe,,,0.6595744680851063,2,8
46592c29655cfc5e,751a395fd0bdc16e,,,0.9,15,68
3927a92a10f65b91,751a395fd0bdc16e,,,0.5048025613660619,12,52
85957bca2ad6eaf3,751a395fd0bdc16e,,,0.6911764705882353,8,56
fabfdd807e09f78e,751a395fd0bdc16e,,,0.5784313725490197,7,18
4222cafa36341635,751a395fd0bdc16e,,,0.3979591836734694,3,39
6544f8415783245d,5516857d2c6c7c6c,,,0.5975232198142415,13,37
2131ae3296f8bd28,5516857d2c6c7c6c,,,0.9,6,36
b5da0130a2764b1f,5516857d2c6c7c6c,,,0.6428571428571429,3,15
589e9f325bacb32a,5516857d2c6c7c6c,,,0.5806451612903226,4,13
ef863d5d9813de58,31ae41ddf9265f3c,,,0.5514705882352942,12,98
438b7c174034012b,31ae41ddf9265f3c,,,0.7014925373134329,19,51
5db1b228c9c67af3,31ae41ddf9265f3c,,,0.4658385093167702,10,45
3e58d6f2ba4743c7,31ae41ddf9265f3c,,,0.696969696969697,5,16
8ae95b7b0f20e81f,d9e6c7ce9a60ee61,,,0.0,25,26
e354ad41d7bab36d,60a9ba06b0186c33,,,0.99,12,22
cde02ee167114c7e,31ae41ddf9265f3c,,,0.39814814814814814,8,13
8d8f0c01bf0cac1f,07ed069995630442,,,0.7,16,152
62567a21ffe9b2dd,07ed069995630442,,,0.9138276553106213,15,46
6e20930259086c03,07ed069995630442,,,0.5918367346938775,7,31
e8fd04ec8de6abb5,c80106f265b9e037,,,0.7356426618049225,27,92
cb6a6f7801d17e6a,c80106f265b9e037,,,0.7037037037037037,16,57
994c5f28374c0087,c80106f265b9e037,,,0.42105263157894735,2,38
1312b5323162337f,c80106f265b9e037,,,0.5,3,12
f7cf70665e649cf3,c80106f265b9e037,,,0.47058823529411764,2,15
425f241df843cd89,5a39df6c6eeed315,,,0.9088534865500131,24,33
4dc4e8c1cb7e1358,5a39df6c6eeed315,,,0.6091254752851711,11,59
07363d38a5a69f43,84f32ffa6676b2c1,,,0.9,12,15
6a6ec32a6f9df621,84f32ffa6676b2c1,,,0.7,3,9
7c79524f1dec180f,84f32ffa6676b2c1,,,0.7,4,14
aca2185fa9422ad1,84f32ffa6676b2c1,,,0.7,2,9
cc4570b51a7b565b,2b5fd89bb50d6c59,,,0.9,15,73
7fb479a085c9c322,2b5fd89bb50d6c59,,,0.9,6,46
3927fb4cdabb3eb4,2b5fd89bb50d6c59,,,0.7,9,47
668e9cd9f87e1678,2b5fd89bb50d6c59,,,0.7,13,77
78f3147ff824ca74,2b5fd89bb50d6c59,,,0.5,4,80
a73e6d3db86e683d,2b5fd89bb50d6c59,,,0.3,47,49
cbe0e3ba692d0c94,2b5fd89bb50d6c59,,,0.3,23,46
de49391cdc9089d3,2b5fd89bb50d6c59,,,0.3,3,6
705214f627aaa1f1,2b5fd89bb50d6c59,,,0.1,2,11
769f67a87e3374e3,005ad8d849ec3b61,,,0.9,12,90
94c449b2fd2ecec4,005ad8d849ec3b61,,,0.7,6,31
42529eb6b8a50c83,005ad8d849ec3b61,,,0.5,4,7
827ce8bb179f8d98,b862c31b13a6438b,,,0.9,14,56
0dfaff850ca371eb,b862c31b13a6438b,,,0.7,14,53
7bf01240f55d9474,b862c31b13a6438b,,,0.5,13,51
cbf292126b98f882,b862c31b13a6438b,,,0.3,25,43
67086bf13b38c1c4,5d70c374e6959faf,,,0.5,5,43
bd4c29bb36752224,5d70c374e6959faf,,,0.7,3,4
2fb45ec0a69d6d53,5d70c374e6959faf,,,0.7,3,12
d33bbba415bc600c,5d70c374e6959faf,,,0.7,2,7
889fadcf365e20d6,29602fc1cf9ce49b,,,0.9,70,231
f3b71913d7fa0c61,29602fc1cf9ce49b,,,0.9,63,100
788e796261d8fe7e,29602fc1cf9ce49b,,,0.9,46,133
6a52c1698d04d2fc,29602fc1cf9ce49b,,,0.5,9,202
220a626805d08f28,29602fc1cf9ce49b,,,0.5,2,28
00af4811ef54e51c,29602fc1cf9ce49b,,,0.5,9,97
7588bda916fce64e,fc9dfb49eecb191d,,,0.9,18,32
291bca99dd9726c2,fc9dfb49eecb191d,,,0.7,7,38
046cd4280239b594,fc9dfb49eecb191d,,,0.5,4,18
8b70cbd7f8b9a2af,c8ff662c97d345d2,C++,Introduction,0.9,1621,1763
4234a6f798992f02,c8ff662c97d345d2,C++,Introduction,0.9,917,1314
07e18856d86b7b31,c8ff662c97d345d2,C++,Introduction,0.9,683,1885
e05e63bcccbafedb,c8ff662c97d345d2,,,0.9,2009,2111
43b4c6b6f9de8346,c8ff662c97d345d2,Mathematics,Fundamentals,0.9177094147860773,546,1198
feb666a0b4f1d685,c8ff662c97d345d2,Algorithms,Implementation,0.9501810813141329,2367,3055
95db81fc1f3cc3da,c8ff662c97d345d2,Mathematics,Fundamentals,0.9,121,236
acb2effa0bc07b87,c8ff662c97d345d2,Mathematics,Fundamentals,0.9584683954619124,246,382
b921e7bf238bd51d,5d70c374e6959faf,,,1.0,281,1656
8cb0820eb317bac5,5d70c374e6959faf,,,1.0,232,589
06f903c836d4c7fb,5d70c374e6959faf,,,1.0,113,866
a3be4bdcc06b3832,5d70c374e6959faf,,,0.7,108,212
70892c849d5a1cd0,5d70c374e6959faf,,,0.7,131,199
b56015dc2ad267f2,5d70c374e6959faf,,,1.0,156,317
a20a61eb8a15542e,5d70c374e6959faf,,,1.0,92,292
5f12b00bb46b5df7,5d70c374e6959faf,,,1.0,94,188
1d3c9df13cdedf5c,5d70c374e6959faf,,,1.0,60,399
f758305935dae6d7,5d70c374e6959faf,,,0.7,63,329
865b0a53fafacfe3,5d70c374e6959faf,,,1.0,51,164
25142e063056f5f6,5d70c374e6959faf,,,1.0,75,98
8d1dff872c2819be,5d70c374e6959faf,,,1.0,25,209
e082ffdb9256f94f,5d70c374e6959faf,,,1.0,55,127
ac5052e55fd2ee02,5d70c374e6959faf,,,1.0,27,109
d74e999dbab5c0ba,5d70c374e6959faf,,,1.0,36,112
ffc7defbbd656390,5d70c374e6959faf,,,1.0,16,71
3ccbec0a50cae237,5d70c374e6959faf,,,1.0,40,73
a6559e8a2a563442,5d70c374e6959faf,,,1.0,33,61
47d9c6c1d5e5c875,5d70c374e6959faf,,,1.0,23,83
c9566f6d5ab5d514,5d70c374e6959faf,,,1.0,16,29
9cf1f5c1678e91dd,5d70c374e6959faf,,,1.0,35,51
cef8c8bb8af2db00,5d70c374e6959faf,,,1.0,17,53
a923e8838777060b,5d70c374e6959faf,,,1.0,21,44
ef5dcabe994c349f,5d70c374e6959faf,,,1.0,14,22
cd1471adb87e8b48,5d70c374e6959faf,,,1.0,13,70
168dba7350c82552,5d70c374e6959faf,,,1.0,16,35
010d99944600fbb8,5d70c374e6959faf,,,1.0,20,35
0bfe98aba1d79ac3,5d70c374e6959faf,,,1.0,15,73
a5468c4656b6a9b9,5d70c374e6959faf,,,1.0,35,151
7f9615bbd54ff920,5d70c374e6959faf,,,1.0,25,93
beaa52b7104ebe8a,5d70c374e6959faf,,,1.0,30,53
f728b4da7a0ddf8b,5d70c374e6959faf,,,1.0,15,26
8524f64bb8355788,5d70c374e6959faf,,,1.0,15,42
9b8d2bb9a2c9daac,5d70c374e6959faf,,,1.0,9,102
9ceb4abd14dc3b51,5d70c374e6959faf,,,1.0,10,39
fef6c3a3b0e97012,5d70c374e6959faf,,,1.0,12,32
e2af1722192f6c80,5d70c374e6959faf,,,1.0,11,14
08870825bba95eb5,5d70c374e6959faf,,,1.0,11,28
a2aed5f6c80d2ff5,5d70c374e6959faf,,,1.0,10,19
0eaffd05b8d8ca08,5d70c374e6959faf,,,1.0,6,27
9777c63ee0b29174,5d70c374e6959faf,,,1.0,9,22
d6a9dde928cff43d,5d70c374e6959faf,,,1.0,5,60
0ea21bb9feaf46c8,c8ff662c97d345d2,Algorithms,Warmup,0.9,3572,4282
7e860acda8697471,c8ff662c97d345d2,Algorithms,Warmup,0.9,3769,5192
c9713aed1d68c5b5,c8ff662c97d345d2,Algorithms,Warmup,0.9,2675,3289
34386eca594b7bc2,c8ff662c97d345d2,Algorithms,Warmup,0.9,2631,3122
55f8a66f057a7e76,c8ff662c97d345d2,Algorithms,Warmup,0.9,2938,4409
b49bb8ec9c2b8481,c8ff662c97d345d2,Algorithms,Warmup,0.9,1908,7000
26c95b75d8237f39,c8ff662c97d345d2,Algorithms,Implementation,0.9,1781,3333
76fba8ff25f765b6,c8ff662c97d345d2,Algorithms,Implementation,0.8589480334860211,1525,2429
9580a525da7618e9,c8ff662c97d345d2,Algorithms,Implementation,0.9415204678362573,1064,1617
4e07173c3bba48d2,c8ff662c97d345d2,Algorithms,Implementation,0.8317811408614668,916,2911
7847d8ac0b934e51,c8ff662c97d345d2,Algorithms,Implementation,0.7,671,840
55227bd84fac5b6b,c8ff662c97d345d2,Algorithms,Implementation,0.9,256,792
d53c7492541ddf04,c8ff662c97d345d2,Algorithms,Strings,0.9,557,1694
c0af13494532539f,c8ff662c97d345d2,Algorithms,Implementation,0.8501268157712705,489,1444
6ed2a6b18d1ac4e4,c8ff662c97d345d2,Algorithms,Implementation,0.9447054218046584,1086,1460
10fbfe48f770e0e9,c8ff662c97d345d2,Algorithms,Implementation,0.9,632,2427
eb1c02ce8ab444ba,c8ff662c97d345d2,Algorithms,Implementation,0.7,360,629
d6077bea22c37892,c8ff662c97d345d2,Algorithms,Implementation,0.7658227848101266,358,1164
11ab6093d726ea4e,c8ff662c97d345d2,Algorithms,Implementation,0.7,345,936
659f2ceb67eca1ef,c8ff662c97d345d2,Algorithms,Greedy,0.8173509561304837,1021,3118
ad1cc7894c991bbd,c8ff662c97d345d2,Algorithms,Implementation,0.8698352687010532,547,1160
08245c18359694b1,c8ff662c97d345d2,Algorithms,Implementation,0.8439281942977824,410,837
9cecb1d759459cc7,c8ff662c97d345d2,Algorithms,Implementation,0.9,377,829
5e85f62bcbb42ea2,c8ff662c97d345d2,Algorithms,Implementation,0.8594663138162972,1005,1921
14494ad91c883fa1,c8ff662c97d345d2,Algorithms,Sorting,0.9628593233273977,1170,1486
32863af4fa5c200b,c8ff662c97d345d2,Algorithms,Sorting,0.8380939668980245,939,2615
cf7aec14125de538,c8ff662c97d345d2,Algorithms,Sorting,0.9647694414853143,794,918
c3647a9292e553b9,c8ff662c97d345d2,Algorithms,Sorting,0.9720682775437819,600,644
4e1bd7090485fcd9,c8ff662c97d345d2,Algorithms,Sorting,0.9709774268875793,505,567
5c771a2d360dc3d4,3dbbd40af3bf63a1,,,0.9,106,149
ae2492d6136c955b,3dbbd40af3bf63a1,,,0.7,24,170
f693b1d35513a1bc,3dbbd40af3bf63a1,,,0.9,76,260
ee665e1938ce03b9,3dbbd40af3bf63a1,,,0.5,3,149
ca24b5d4272b9c13,3dbbd40af3bf63a1,,,0.3,0,87
3411e4e6add2b8e4,c8ff662c97d345d2,Algorithms,Sorting,0.931989247311828,514,663
daca00e89ba40904,c8ff662c97d345d2,Algorithms,Sorting,0.9418848167539267,312,503
f144c87d3373f146,c8ff662c97d345d2,Algorithms,Sorting,0.9520773344302756,274,361
